sys_updated_at,name,source,source_url,standard_province,standard_prefecture,standard_county,address,x,y,confirmed
2020-02-05 15:19:20.63078+08,吕四港镇,腾讯看点,https://ncov.html5.qq.com/community,江苏省,南通市,启东市,江苏省南通市启东市吕四港镇,121.602664,32.059917,2
2020-02-05 15:44:48.378765+08,鸿丰大酒店,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,广东省,深圳市,南山区,广东省深圳南山区鸿丰大酒店,113.912148,22.512234,-1
2020-02-05 15:42:44.368222+08,大东街道东川路,广州市卫健委,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5650395.html,广东省,广州市,越秀区,广东省广州越秀区大东街道东川路,113.285348,23.121095,-1
2020-02-05 15:11:10.831616+08,甘岸街道,腾讯看点,https://ncov.html5.qq.com/community,河南省,信阳市,平桥区,河南省信阳市平桥区孔庄村甘岸街道,114.030865,32.277586,1
2020-02-05 15:45:51.511052+08,民治街道梅龙苑,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,广东省,深圳市,龙华区,广东省深圳龙华区民治街道梅龙苑,114.03636,22.644719,-1
2020-02-05 15:10:55.926233+08,京九路,腾讯看点,https://ncov.html5.qq.com/community,河南省,信阳市,新县,河南省信阳市新县新集镇京九路,114.879115,31.627009,1
2020-02-05 15:09:33.502353+08,新甸铺镇,腾讯看点,https://ncov.html5.qq.com/community,河南省,南阳市,新野县,河南省南阳市新野县新甸铺镇,112.342168,32.445229,2
2020-02-05 15:51:55.407696+08,惠东万科双月湾,惠州日报,https://mp.weixin.qq.com/s/o7hxc0RTqyeOCeVSg4j6xA,广东省,惠州市,惠东县,广东省惠州惠东县惠东万科双月湾,114.896224,22.578722,-1
2020-02-05 15:15:25.821757+08,分宜汉晶宫会所,腾讯看点,https://ncov.html5.qq.com/community,江西省,新余市,分宜县,江西省新余市分宜汉晶宫会所,114.69191,27.81476,1
2020-02-05 15:46:42.275376+08,祥澳路108号国贸大厦,珠海发布,https://mp.weixin.qq.com/s/GrneTPSU5RX4kvSs2Igfzw,广东省,珠海市,香洲区,广东省珠海横琴新区祥澳路108号国贸大厦,113.547864,22.144267,-1
2020-02-05 15:36:17.566595+08,恒泰怡景,腾讯看点,https://ncov.html5.qq.com/community,山东省,淄博市,博山区,山东省淄博市博山区城东街道恒泰怡景,117.871703,36.496399,4
2020-02-05 15:15:33.076998+08,瑶湖花园,腾讯看点,https://ncov.html5.qq.com/community,江西省,南昌市,南昌县,江西省南昌市高新技术产业开发区麻丘镇麻丘街瑶湖花园,116.083136,28.67246,1
2020-02-05 15:34:06.264724+08,石龙坑龙泉二区,腾讯看点,https://ncov.html5.qq.com/community,广东省,东莞市,,广东省东莞市寮步镇石龙坑龙泉二区,113.8828,22.986259,-1
2020-02-05 15:00:11.684169+08,芋头田居委会,腾讯看点,https://ncov.html5.qq.com/community,湖南省,岳阳市,岳阳楼区,湖南省岳阳市岳阳楼区吕仙亭街道芋头田居委会,113.095101,29.365641,1
2020-02-05 15:01:53.261082+08,绿地老街,腾讯看点,https://ncov.html5.qq.com/community,河南省,郑州市,金水区,河南省郑州市郑东新区龙湖办事处绿地老街,113.750263,34.783576,1
2020-02-05 15:16:23.636131+08,新坪村,腾讯看点,https://ncov.html5.qq.com/community,江西省,南昌市,进贤县,江西省南昌市进贤县文港镇新坪村,116.14651,28.250078,2
2020-02-05 15:46:25.338067+08,梅林街道兰江山第,深圳大件事,https://mp.weixin.qq.com/s/AZnrdhDgVfn97M0c70VsPQ,广东省,深圳市,福田区,广东省深圳福田区梅林街道兰江山第,114.014874,22.565259,-1
2020-02-05 14:54:25.183766+08,茅店社区,腾讯看点,https://ncov.html5.qq.com/community,重庆市,重庆市,大足区,重庆市大足区通桥街道茅店社区,105.771063,29.519245,1
2020-02-05 14:55:11.199574+08,铁峰乡,腾讯看点,https://ncov.html5.qq.com/community,重庆市,重庆市,开州区,重庆市万州区铁峰乡,108.345346,30.926389,1
2020-02-05 14:54:49.123684+08,凤仙村4组,腾讯看点,https://ncov.html5.qq.com/community,重庆市,重庆市,梁平区,重庆市奉节县大树镇凤仙村4组,107.797295,30.669918,1
2020-02-05 15:11:50.306308+08,十五级西杨村,腾讯看点,https://ncov.html5.qq.com/community,河北省,沧州市,献县,河北省沧州市献县十五级西杨村,116.38844,38.217483,2
2020-02-05 15:00:02.735612+08,西北村,腾讯看点,https://ncov.html5.qq.com/community,湖南省,岳阳市,汨罗市,湖南省岳阳市汨罗市川山坪镇西北村,113.033027,28.638556,1
2020-02-05 15:17:33.852946+08,五里街道,腾讯看点,https://ncov.html5.qq.com/community,江西省,九江市,濂溪区,江西省九江市濂溪区五里街道,116.035421,29.701993,1
2020-02-05 15:45:38.926903+08,布澜路尚峰花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,广东省,深圳市,龙岗区,广东省深圳龙岗区布澜路尚峰花园,114.137357,22.624079,-1
2020-02-05 15:52:18.806053+08,吉田镇御庭山庄,清远发布,https://mp.weixin.qq.com/s/xcSf1JwIVSFO0_YMRfO95Q,广东省,清远市,连山壮族瑶族自治县,广东省清远连山壮族瑶族自治县吉田镇御庭山庄,112.0902,24.564225,-1
2020-02-05 15:50:19.610963+08,碧丽宫酒店附近,南方都市报,https://m.mp.oeeee.com/a/BAAFRD000020200203257514.html?layer=4&share=chat&isndappinstalled=11,广东省,江门市,开平市,广东省江门开平市碧丽宫酒店附近,112.689519,22.365729,-1
2020-02-05 15:09:04.104985+08,北京路,腾讯看点,https://ncov.html5.qq.com/community,河南省,南阳市,卧龙区,河南省南阳市高新区北京路,112.498245,32.979874,1
2020-02-05 15:09:48.930665+08,北京大道,腾讯看点,https://ncov.html5.qq.com/community,河南省,南阳市,邓州市,河南省南阳市唐河县北京大道,112.120918,32.679545,1
2020-02-05 14:56:26.439258+08,竹树下社区速8酒店,腾讯看点,https://ncov.html5.qq.com/community,福建省,泉州市,晋江市,福建省泉州市晋江市梅岭街道竹树下社区速8酒店,118.579191,24.82858,1
2020-02-05 15:16:27.146347+08,郭家庄,腾讯看点,https://ncov.html5.qq.com/community,江西省,南昌市,西湖区,江西省南昌市西湖区桃花镇郭家庄,115.876639,28.66281,1
2020-02-05 15:12:36.405285+08,康盛花园,腾讯看点,https://ncov.html5.qq.com/community,江西省,新余市,渝水区,江西省新余市渝水区城北街道康盛花园,114.92593,27.806207,1
2020-02-05 14:54:10.415096+08,乐治镇,腾讯看点,https://ncov.html5.qq.com/community,贵州省,毕节市,纳雍县,贵州省毕节市纳雍县乐治镇,105.469366,26.833375,1
2020-02-05 14:56:20.870545+08,西埔村,腾讯看点,https://ncov.html5.qq.com/community,福建省,泉州市,南安市,福建省泉州市晋江市英林镇西埔村,118.382804,25.019488,1
2020-02-05 15:40:35.365418+08,祈福新村祈福名都,南方都市报,https://mp.weixin.qq.com/s/Y2tnLZ1OaFofrnxWPtHREg,广东省,广州市,番禺区,广东省广州番禺区祈福新村祈福名都,113.321747,22.963952,-1
2020-02-05 15:51:08.907854+08,新陂镇圩镇,梅州市卫生健康局,https://www.meizhou.gov.cn/zwgk/zfjg/swsjkj/zfxxgkml/gzdt/content/mpost_1961826.html,广东省,梅州市,兴宁市,广东省梅州兴宁市新陂镇圩镇,115.712393,24.21674,-1
2020-02-05 14:59:43.103765+08,大鲸港镇,腾讯看点,https://ncov.html5.qq.com/community,湖南省,常德市,安乡县,湖南省常德市安乡县大鲸港镇,112.147514,29.413241,1
2020-02-05 15:29:55.868077+08,河岭村,腾讯看点,https://ncov.html5.qq.com/community,广东省,梅州市,平远县,广东省梅州市平远县大柘镇河岭村,115.906717,24.589039,1
2020-02-05 15:09:05.245627+08,两相路,腾讯看点,https://ncov.html5.qq.com/community,河南省,南阳市,卧龙区,河南省南阳市高新区两相路,112.549906,33.027414,1
2020-02-05 15:37:56.834161+08,朱寨镇,腾讯看点,https://ncov.html5.qq.com/community,安徽省,阜阳市,阜南县,安徽省阜阳市阜南县朱寨镇,115.877431,32.730692,1
2020-02-05 14:54:43.430414+08,宁河街道,腾讯看点,https://ncov.html5.qq.com/community,重庆市,重庆市,巫溪县,重庆市巫溪县宁河街道,109.63035,31.397729,5
2020-02-05 15:51:05.31718+08,白渡镇嵩山村,健康梅州,https://mp.weixin.qq.com/s/3yMfjhjDS8rgi4OI4o7MoA,广东省,梅州市,梅县区,广东省梅州梅县区白渡镇嵩山村,116.296501,24.52372,1
2020-02-05 14:56:34.800078+08,大庭村,腾讯看点,https://ncov.html5.qq.com/community,福建省,泉州市,南安市,福建省泉州市南安市码头镇大庭村,118.327982,25.196946,-1
2020-02-05 15:46:34.386048+08,园中花园,深圳卫健委  ,https://mp.weixin.qq.com/s/e-amp6o98SLDq_lWixvHXQ,广东省,深圳市,福田区,广东省深圳福田区园中花园,114.098645,22.551523,-1
2020-02-05 14:54:55.194379+08,盘龙街道,腾讯看点,https://ncov.html5.qq.com/community,重庆市,重庆市,云阳县,重庆市云阳区盘龙街道,108.718682,30.904184,1
2020-02-05 15:29:36.661287+08,岁宝百货,腾讯看点,https://ncov.html5.qq.com/community,广东省,汕尾市,海丰县,广东省汕尾市陆河县河田镇岁宝百货,115.333465,22.971615,1
2020-02-05 15:15:13.138909+08,新钢公园北村,腾讯看点,https://ncov.html5.qq.com/community,江西省,新余市,渝水区,江西省新余市新钢公园北村,114.922602,27.800631,1
2020-02-05 15:38:59.831891+08,中新生态城,腾讯看点,https://ncov.html5.qq.com/community,天津市,天津市,滨海新区,天津市滨海新区中新生态城,117.743958,39.12422,1
2020-02-05 15:51:32.692951+08,塘缀镇企石村,湛江日报,https://mp.weixin.qq.com/s/VuQqYiLvKO4xR8d50b5IKw,广东省,湛江市,吴川市,广东省湛江吴川市塘缀镇企石村,110.59997,21.437722,-1
2020-02-05 15:48:55.961715+08,张槎街道保利香槟花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,广东省,佛山市,禅城区,广东省佛山禅城区张槎街道保利香槟花园,113.081938,23.032328,-1
2020-02-05 15:09:09.448277+08,彭营乡,腾讯看点,https://ncov.html5.qq.com/community,河南省,南阳市,镇平县,河南省南阳市镇平县彭营乡,112.33885,32.955853,1
2020-02-05 15:10:58.633039+08,八里新村,腾讯看点,https://ncov.html5.qq.com/community,河南省,信阳市,新县,河南省信阳市息县淮河街道八里新村,114.993666,31.71065,1
2020-02-05 16:06:07.251422+08,龙湖镇,腾讯看点,https://ncov.html5.qq.com/community,河南省,郑州市,新郑市,河南省郑州市新郑市龙湖镇,113.592882,34.593045,1
2020-02-05 15:18:47.477448+08,广洋湖镇,腾讯看点,https://ncov.html5.qq.com/community,江苏省,扬州市,宝应县,江苏省扬州市宝应县广洋湖镇,119.63265,33.22133,1
2020-02-05 15:18:04.579222+08,武山镇,腾讯看点,https://ncov.html5.qq.com/community,江西省,九江市,瑞昌市,江西省九江市湖口县武山镇,115.644808,29.749847,1
2020-02-05 15:16:56.797434+08,向坊村,腾讯看点,https://ncov.html5.qq.com/community,江西省,南昌市,安义县,江西省南昌市安义县石鼻镇向坊村,115.608901,28.718468,1
2020-02-05 15:44:36.534597+08,蛇口街道四海公寓,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,广东省,深圳市,南山区,广东省深圳南山区蛇口街道四海公寓,113.929659,22.494565,-1
2020-02-05 15:49:14.525665+08,大角岭工业区,东莞阳光网,https://mp.weixin.qq.com/s/84AHwmdBQGLloF_sfYG3Dw,广东省,东莞市,,广东省东莞大朗镇大角岭工业区,113.919113,22.922515,-1
2020-02-05 15:45:29.87337+08,中骏四季阳光一期,深圳大件事,https://mp.weixin.qq.com/s/AZnrdhDgVfn97M0c70VsPQ,广东省,深圳市,龙岗区,广东省深圳龙岗区中骏四季阳光一期,114.303453,22.721828,-1
2020-02-05 15:10:51.516375+08,徐家湾,腾讯看点,https://ncov.html5.qq.com/community,河南省,信阳市,浉河区,河南省信阳市浉河区北京大街徐家湾,114.067078,32.137455,1
2020-02-05 15:43:07.473733+08,水荫路,广州市卫健委,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5649287.html,广东省,广州市,越秀区,广东省广州越秀区水荫路,113.313415,23.141242,-1
2020-02-05 15:49:53.890918+08,沙溪镇水岸花都,中山日报,https://mp.weixin.qq.com/s/XUp-yUBmis7VD_dKOkwa4Q,广东省,中山市,,广东省中山沙溪镇沙溪镇水岸花都,113.320865,22.528311,1
2020-02-05 14:59:31.257817+08,楠竹山甘露寺小区,腾讯看点,https://ncov.html5.qq.com/community,湖南省,常德市,武陵区,湖南省常德市武陵区永安街道楠竹山甘露寺小区,111.722166,29.022072,1
2020-02-05 14:54:06.358931+08,白果街道,腾讯看点,https://ncov.html5.qq.com/community,贵州省,毕节市,赫章县,贵州省毕节市赫章县白果街道,104.698828,27.10579,1
2020-02-05 15:39:41.542515+08,万科城,腾讯看点,https://ncov.html5.qq.com/community,吉林省,长春市,南关区,吉林省长春市净月区万科城,125.387065,43.798114,3
2020-02-05 15:43:57.997994+08,星曜名城B栋,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,广东省,深圳市,宝安区,广东省深圳宝安区星曜名城B栋,113.920683,22.691894,-1
2020-02-05 14:55:52.698335+08,柯朱村,腾讯看点,https://ncov.html5.qq.com/community,福建省,莆田市,城厢区,福建省莆田市城厢区柯朱村,119.019239,25.305885,-1
2020-02-05 15:45:17.859332+08,龙城街道东方沁园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,广东省,深圳市,龙岗区,广东省深圳龙岗区龙城街道东方沁园,114.223924,22.723455,-1
2020-02-05 15:42:11.381877+08,棠下街道枫叶路棠雅苑,广州市卫健委,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5649287.html,广东省,广州市,天河区,广东省广州天河区棠下街道枫叶路棠雅苑,113.367561,23.134666,-1
2020-02-05 15:15:12.601294+08,新钢公园南村,腾讯看点,https://ncov.html5.qq.com/community,江西省,新余市,渝水区,江西省新余市新钢公园南村,114.924531,27.799238,1
2020-02-05 15:17:04.973029+08,良种场付林村,腾讯看点,https://ncov.html5.qq.com/community,江西省,南昌市,南昌县,江西省南昌市南昌县良种场付林村,115.971463,28.503556,1
2020-02-05 15:18:56.274786+08,泉城花都,腾讯看点,https://ncov.html5.qq.com/community,江苏省,徐州市,贾汪区,江苏省徐州市贾汪区大泉街泉城花都,117.477212,34.442839,1
2020-02-05 15:49:39.18313+08,竹塘村,东莞市卫生健康局,https://mp.weixin.qq.com/s/UajXsZ75W5GsdTrscz7S1A,广东省,东莞市,,广东省东莞凤岗镇竹塘村,114.143574,22.755821,-1
2020-02-05 15:50:31.684478+08,长兴路威尼斯沐足店附近,南方都市报,https://m.mp.oeeee.com/a/BAAFRD000020200203257514.html?layer=4&share=chat&isndappinstalled=5,广东省,江门市,开平市,广东省江门开平市长兴路威尼斯沐足店附近,112.691561,22.372307,-1
2020-02-05 15:44:30.04678+08,沙河街道沙河东路世纪村,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,广东省,深圳市,南山区,广东省深圳南山区沙河街道沙河东路世纪村,113.96435,22.533793,-1
2020-02-05 15:38:24.245259+08,迎仙镇,腾讯看点,https://ncov.html5.qq.com/community,安徽省,阜阳市,临泉县,安徽省阜阳市临泉县迎仙镇,115.161178,32.920356,1
2020-02-05 15:49:11.945912+08,九江沙头城区裕和公寓,佛山市卫生健康局,http://wjj.foshan.gov.cn/zwgk/gsgg/tzgg/content/post_3625962.html,广东省,佛山市,南海区,广东省佛山南海区九江沙头城区裕和公寓,113.027589,22.914775,-1
2020-02-05 15:14:18.117866+08,绿景水岸,腾讯看点,https://ncov.html5.qq.com/community,江西省,新余市,渝水区,江西省新余市绿景水岸,114.907976,27.829917,2
2020-02-05 14:56:36.777603+08,溪口村卫生室,腾讯看点,https://ncov.html5.qq.com/community,福建省,泉州市,南安市,福建省泉州市南安市溪口村卫生室,118.35379,24.998146,-1
2020-02-05 15:40:43.387704+08,桥南街道陈涌村,广州卫健委,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5649287.html,广东省,广州市,番禺区,广东省广州番禺区桥南街道陈涌村,113.375227,22.916596,-1
2020-02-05 15:38:36.405445+08,土陂乡,腾讯看点,https://ncov.html5.qq.com/community,安徽省,阜阳市,临泉县,安徽省阜阳市临泉县土陂乡,115.478255,32.769931,1
2020-02-05 15:44:17.816947+08,桑泰丹华府三期,深圳大件事,https://mp.weixin.qq.com/s/QxB_8cidgtnMyYPLYRhuiA,广东省,深圳市,南山区,广东省深圳南山区桑泰丹华府三期,113.964999,22.586982,-1
2020-02-05 15:44:53.194565+08,大冲新城花园,深圳卫健委  ,https://mp.weixin.qq.com/s/e-amp6o98SLDq_lWixvHXQ,广东省,深圳市,南山区,广东省深圳南山区大冲新城花园,113.950765,22.541296,-1
2020-02-05 15:19:17.725777+08,如城街道,腾讯看点,https://ncov.html5.qq.com/community,江苏省,南通市,如皋市,江苏省南通市如皋市如城街道,120.552455,32.368285,1
2020-02-05 15:48:48.594531+08,容桂街道海尾晖胜尚轩,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,广东省,佛山市,顺德区,广东省佛山顺德区容桂街道海尾晖胜尚轩,113.279235,22.74729,1
2020-02-05 15:50:20.17657+08,金鸡镇东田心村,南方都市报,https://m.mp.oeeee.com/a/BAAFRD000020200203257514.html?layer=4&share=chat&isndappinstalled=10,广东省,江门市,开平市,广东省江门开平市金鸡镇东田心村,112.328001,22.475337,-1
2020-02-05 15:49:43.64066+08,三角镇乌沙村,中山发布,https://mp.weixin.qq.com/s/nkhU5XF9-aAmbF-14OPOJQ,广东省,中山市,,广东省中山三角镇三角镇乌沙村,113.391648,22.678134,1
2020-02-05 15:16:45.006821+08,双港东大街港口村,腾讯看点,https://ncov.html5.qq.com/community,江西省,南昌市,青山湖区,江西省南昌市经济技术开发区白水湖管理处双港东大街港口村,115.884995,28.749731,1
2020-02-05 14:54:13.639546+08,乡村基上清寺店,腾讯看点,https://ncov.html5.qq.com/community,重庆市,重庆市,渝中区,重庆市渝中区上清寺路1号乡村基上清寺店,106.54743,29.559719,4
2020-02-05 15:42:25.040363+08,沙园街昌岗中路,广州市卫健委,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5648584.html,广东省,广州市,海珠区,广东省广州海珠区沙园街昌岗中路,113.273818,23.08956,-1
2020-02-05 15:46:46.461803+08,三灶镇万科城市花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,广东省,珠海市,金湾区,广东省珠海金湾区三灶镇万科城市花园,113.389636,22.069545,-1
2020-02-05 14:56:31.92352+08,仙苑村,腾讯看点,https://ncov.html5.qq.com/community,福建省,泉州市,安溪县,福建省泉州市安溪县城厢镇仙苑村,118.157858,25.071352,-1
2020-02-05 15:16:12.707113+08,里湖路,腾讯看点,https://ncov.html5.qq.com/community,江西省,南昌市,西湖区,江西省南昌市进贤县李渡镇里湖路,115.897305,28.674701,1
2020-02-05 14:58:07.497378+08,学府世家,腾讯看点,https://ncov.html5.qq.com/community,湖南省,郴州市,苏仙区,湖南省郴州市苏仙区苏仙岭街道学府世家,113.038508,25.805422,1
2020-02-05 14:59:47.425637+08,八字门农资市场,腾讯看点,https://ncov.html5.qq.com/community,湖南省,岳阳市,岳阳楼区,湖南省岳阳市经开区通海路管理处八字门农资市场,113.17124,29.397213,1
2020-02-05 15:42:28.861964+08,江燕路245号锦江之星,广州市卫健委,http://wjw.gz.gov.cn/ztzl/xxfyyqfk/yqtb/content/post_5648584.html,广东省,广州市,海珠区,广东省广州海珠区江燕路245号锦江之星,113.278651,23.079882,-1
2020-02-05 15:40:26.070463+08,狮岭镇合成村,南方日报,https://mp.weixin.qq.com/s/up44O25AgufKgjB_nvGLOQ,广东省,广州市,花都区,广东省广州花都区狮岭镇合成村,113.18148,23.454822,-1
2020-02-05 14:58:50.452287+08,刘一龙诊所,腾讯看点,https://ncov.html5.qq.com/community,湖南省,株洲市,攸县,湖南省株洲市攸县丫江桥镇刘一龙诊所,113.321285,27.275719,1
2020-02-05 15:49:49.523389+08,富豪山庄,中山发布,https://mp.weixin.qq.com/s/Uy1EArC6gmMvEI14mRisUQ,广东省,中山市,,广东省中山石岐区富豪山庄,113.397226,22.529084,1
2020-02-05 15:38:33.619548+08,滑集镇,腾讯看点,https://ncov.html5.qq.com/community,安徽省,阜阳市,临泉县,安徽省阜阳市临泉县滑集镇,115.36212,32.768814,2
2020-02-05 15:10:11.146456+08,赵园村,腾讯看点,https://ncov.html5.qq.com/community,河南省,信阳市,罗山县,河南省信阳市罗山县丽水街道办事处赵园村,114.649517,32.172527,1
2020-02-05 15:37:10.487156+08,周棚办事处,腾讯看点,https://ncov.html5.qq.com/community,安徽省,阜阳市,颍泉区,安徽省阜阳市颍泉区周棚办事处,115.799446,32.975933,1
2020-02-05 15:08:00.148205+08,九龙国际,腾讯看点,https://ncov.html5.qq.com/community,河南省,郑州市,中牟县,河南省郑州市中原区冉屯路九龙国际,113.883282,34.702992,1
2020-02-05 15:20:44.206579+08,国贸大厦,腾讯看点,https://ncov.html5.qq.com/community,广东省,珠海市,香洲区,广东省珠海市横琴新区祥澳路国贸大厦,113.579228,22.251725,3
2020-02-05 15:46:19.768868+08,益田花园豪园居,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,广东省,深圳市,福田区,广东省深圳福田区益田花园豪园居,114.055852,22.514081,-1
2020-02-05 14:54:42.661686+08,文峰,腾讯看点,https://ncov.html5.qq.com/community,重庆市,重庆市,永川区,重庆市巫溪县文峰,105.86305,29.255243,1
2020-02-05 15:48:24.456258+08,吉大街道锦江之星（九洲大道店）,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,广东省,珠海市,香洲区,广东省珠海香洲区吉大街道锦江之星（九洲大道店）,113.578403,22.246019,1
2020-02-05 15:38:26.999638+08,城南新区,腾讯看点,https://ncov.html5.qq.com/community,安徽省,阜阳市,颍州区,安徽省阜阳市临泉县城南新区,115.80535,32.784765,2
2020-02-05 15:46:27.879082+08,福滨新村,深圳大件事,https://mp.weixin.qq.com/s/AZnrdhDgVfn97M0c70VsPQ,广东省,深圳市,福田区,广东省深圳福田区福滨新村,114.078784,22.530312,-1
2020-02-05 15:41:50.556659+08,花地街道恒荔,广州交通电台,https://mp.weixin.qq.com/s/NuYWXeOOQmghBOoWfs_DaA,广东省,广州市,荔湾区,广东省广州荔湾区花地街道恒荔,113.23209,23.10154,-1
2020-02-05 15:51:06.821228+08,水口镇光夏村,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,广东省,梅州市,兴宁市,广东省梅州兴宁市水口镇光夏村,115.947771,23.97097,2
2020-02-05 15:16:25.86531+08,力高滨江,腾讯看点,https://ncov.html5.qq.com/community,江西省,南昌市,西湖区,江西省南昌市西湖区朝农街道力高滨江,115.853874,28.636645,1
2020-02-05 14:58:46.463914+08,网岭罗家坪,腾讯看点,https://ncov.html5.qq.com/community,湖南省,株洲市,攸县,湖南省株洲市攸县网岭罗家坪,113.487656,27.215185,1
2020-02-05 14:59:50.503667+08,蓝盾新天地,腾讯看点,https://ncov.html5.qq.com/community,湖南省,岳阳市,岳阳楼区,湖南省岳阳市经开区蓝盾新天地,113.166694,29.351331,1
2020-02-05 15:20:04.008224+08,惠新居委会,腾讯看点,https://ncov.html5.qq.com/community,广东省,惠州市,惠城区,广东省惠州市仲恺区惠环街道惠新居委会,114.435248,23.126846,-1
2020-02-05 15:16:20.086509+08,李渡大道,腾讯看点,https://ncov.html5.qq.com/community,江西省,南昌市,进贤县,江西省南昌市进贤县李渡镇李渡大道,116.167195,28.222951,1
2020-02-05 15:11:28.874613+08,北向店乡街道,腾讯看点,https://ncov.html5.qq.com/community,河南省,信阳市,光山县,河南省信阳市光山县北向店乡街道,114.73474,32.007183,1
2020-02-05 15:16:36.29342+08,滨江壹号,腾讯看点,https://ncov.html5.qq.com/community,江西省,南昌市,西湖区,江西省南昌市西湖区朝阳洲街道滨江壹号,115.874873,28.669298,1
2020-02-05 14:57:55.865236+08,内厝澳路,腾讯看点,https://ncov.html5.qq.com/community,福建省,厦门市,思明区,福建省厦门市思明区鼓浪屿内厝澳路,118.06555,24.448687,1
2020-02-05 14:56:41.24864+08,恒美村,腾讯看点,https://ncov.html5.qq.com/community,福建省,泉州市,安溪县,福建省泉州市南安市官桥镇恒美村,118.073999,25.023284,-1
2020-02-05 15:40:50.23581+08,南村镇雅居乐北苑,南方都市报,https://mp.weixin.qq.com/s/Y2tnLZ1OaFofrnxWPtHREg,广东省,广州市,番禺区,广东省广州番禺区南村镇雅居乐北苑,113.382514,23.02684,-1
2020-02-05 15:17:22.932457+08,蔡岭镇,腾讯看点,https://ncov.html5.qq.com/community,江西省,九江市,都昌县,江西省九江市都昌县蔡岭镇,116.399224,29.47543,1
2020-02-05 15:07:46.418491+08,建设新村,腾讯看点,https://ncov.html5.qq.com/community,河南省,郑州市,巩义市,河南省郑州市巩义市建设路建设新村,112.989185,34.74182,1
2020-02-05 15:40:39.078857+08,洛浦街道东乡村一街七巷37号,南方都市报,https://m.mp.oeeee.com/a/BAAFRD000020200204258092.html?layer=2&share=chat&isndappinstalled=0,广东省,广州市,番禺区,广东省广州番禺区洛浦街道东乡村一街七巷37号,113.280942,23.038437,-1
2020-02-05 14:56:46.997271+08,好医联医疗耳鼻喉科,腾讯看点,https://ncov.html5.qq.com/community,福建省,泉州市,丰泽区,福建省泉州市丰泽区好医联医疗耳鼻喉科,118.662265,24.927531,-1
2020-02-05 15:10:07.026641+08,府都花园,腾讯看点,https://ncov.html5.qq.com/community,河南省,信阳市,平桥区,河南省信阳市羊山新区府都花园,114.073298,32.143925,2
2020-02-05 15:17:12.714419+08,阳明锦城,腾讯看点,https://ncov.html5.qq.com/community,江西省,南昌市,东湖区,江西省南昌市东湖区豫章街道阳明锦城,115.900335,28.688585,1
2020-02-05 15:18:43.00887+08,蒋庄村,腾讯看点,https://ncov.html5.qq.com/community,江苏省,泰州市,兴化市,江苏省泰州市兴化市张郭镇蒋庄村,120.19573,32.752369,-1
2020-02-05 15:43:46.502062+08,薯田埔村福南路华业苑,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,广东省,深圳市,光明区,广东省深圳光明区薯田埔村福南路华业苑,113.874745,22.77949,-1
2020-02-05 15:07:51.105488+08,长江路一号,腾讯看点,https://ncov.html5.qq.com/community,河南省,郑州市,二七区,河南省郑州市二七区长江路一号,113.662738,34.709257,1
2020-02-05 15:43:58.62935+08,满京华云著花园,南方都市报,https://mp.weixin.qq.com/s/KkYpkD4oV997_ZPNRa0vHg,广东省,深圳市,宝安区,广东省深圳宝安区满京华云著花园,113.831709,22.78209,-1
2020-02-05 15:10:14.101889+08,老汽车站,腾讯看点,https://ncov.html5.qq.com/community,河南省,信阳市,息县,河南省信阳市罗山县老汽车站,114.730899,32.351616,1
2020-02-05 14:59:53.399593+08,白泥湖乡横潭村,腾讯看点,https://ncov.html5.qq.com/community,湖南省,岳阳市,湘阴县,湖南省岳阳市湘阴县白泥湖乡横潭村,112.877305,28.765456,1
2020-02-05 15:49:19.57749+08,石龙坑龙泉二区,东莞市卫生健康局,https://mp.weixin.qq.com/s/UajXsZ75W5GsdTrscz7S1A,广东省,东莞市,,广东省东莞寮步镇石龙坑龙泉二区,113.885192,22.983984,-1
